area unit name,number of bedrooms,count,median weekly rent,mean weekly rent
Casebrook,6+,3,,
Casebrook,Not Elsewhere Included,0,,
Casebrook,Total,336,280,250
Belfast South,1,0,,
Belfast South,2,18,350,320
Belfast South,3,72,450,400
Belfast South,4,78,550,550
Belfast South,5,15,600,1500
Belfast South,6+,0,,
Belfast South,Not Elsewhere Included,0,,
Belfast South,Total,183,480,550
Sawyers Arms,1,18,180,250
Sawyers Arms,2,39,300,270
Sawyers Arms,3,90,330,320
Sawyers Arms,4,36,390,420
Sawyers Arms,5,3,,
Sawyers Arms,6+,3,,
Sawyers Arms,Not Elsewhere Included,0,,
Sawyers Arms,Total,186,320,390
Bishopdale North,1,6,,
Bishopdale North,2,99,270,260
Bishopdale North,3,207,350,320
Bishopdale North,4,51,400,410
Bishopdale North,5,9,450,450
Bishopdale North,6+,0,,
Bishopdale North,Not Elsewhere Included,0,,
Bishopdale North,Total,366,340,320
Harewood,1,42,110,110
Harewood,2,45,120,190
Harewood,3,147,340,310
Harewood,4,36,320,310
Harewood,5,3,,
Harewood,6+,3,,
Harewood,Not Elsewhere Included,3,,
Harewood,Total,279,300,280
Bishopdale,1,60,110,410
Bishopdale,2,45,290,320
Bishopdale,3,132,360,450
Bishopdale,4,33,370,350
Bishopdale,5,0,,
Bishopdale,6+,0,,
Bishopdale,Not Elsewhere Included,3,,
Bishopdale,Total,270,330,360
Russley,1,9,110,110
Russley,2,33,290,270
Russley,3,114,360,340
Russley,4,54,450,740
Russley,5,15,580,590
Russley,6+,6,680,2010
Russley,Not Elsewhere Included,0,,
Russley,Total,237,370,510
Burnside,1,9,80,80
Burnside,2,51,290,270
Burnside,3,108,360,360
Burnside,4,42,400,370
Burnside,5,3,,
Burnside,6+,3,,
Burnside,Not Elsewhere Included,0,,
Burnside,Total,216,350,340
Wairarapa,1,3,,
Wairarapa,2,48,240,200
Wairarapa,3,117,320,280
Wairarapa,4,36,380,400
Wairarapa,5,6,,
Wairarapa,6+,3,,
Wairarapa,Not Elsewhere Included,3,,
Wairarapa,Total,216,340,310
Jellie Park,1,27,150,130
Jellie Park,2,129,140,190
Jellie Park,3,204,260,230
Jellie Park,4,60,350,330
Jellie Park,5,12,450,430
Jellie Park,6+,3,,
Jellie Park,Not Elsewhere Included,3,,
Jellie Park,Total,438,240,270
Bryndwr,1,12,200,230
Bryndwr,2,87,300,290
Bryndwr,3,81,380,380
Bryndwr,4,45,520,500
Bryndwr,5,6,580,580
Bryndwr,6+,9,750,750
Bryndwr,Not Elsewhere Included,0,,
Bryndwr,Total,237,370,440
Holmwood,1,3,,
Holmwood,2,42,400,400
Holmwood,3,39,410,440
Holmwood,4,30,580,550
Holmwood,5,9,600,600
Holmwood,6+,3,,
Holmwood,Not Elsewhere Included,0,,
Holmwood,Total,126,450,570
Fendalton,1,21,170,150
Fendalton,2,72,300,280
Fendalton,3,84,400,400
Fendalton,4,45,500,790
Fendalton,5,15,340,340
Fendalton,6+,12,830,1780
Fendalton,Not Elsewhere Included,0,,
Fendalton,Total,249,380,500
Deans Bush,1,3,,
Deans Bush,2,21,320,280
Deans Bush,3,27,460,470
Deans Bush,4,24,500,530
Deans Bush,5,3,,
Deans Bush,6+,6,,
Deans Bush,Not Elsewhere Included,0,,
Deans Bush,Total,84,410,410
Hawthornden,1,18,140,130
Hawthornden,2,36,310,290
Hawthornden,3,72,390,380
Hawthornden,4,42,520,490
Hawthornden,5,9,430,410
Hawthornden,6+,3,,
Hawthornden,Not Elsewhere Included,0,,
Hawthornden,Total,177,390,450
Merrin,1,0,,
Merrin,2,27,300,290
Merrin,3,66,370,360
Merrin,4,27,390,370
Merrin,5,6,520,520
Merrin,6+,0,,
Merrin,Not Elsewhere Included,0,,
Merrin,Total,129,370,360
Westburn,1,6,270,270
Westburn,2,66,290,280
Westburn,3,114,370,380
Westburn,4,54,460,440
Westburn,5,27,470,450
Westburn,6+,9,710,730
Westburn,Not Elsewhere Included,3,,
Westburn,Total,276,370,380
Avonhead West,1,3,,
Avonhead West,2,60,300,300
Avonhead West,3,120,360,490
Avonhead West,4,45,400,730
Avonhead West,5,12,580,470
Avonhead West,6+,0,,
Avonhead West,Not Elsewhere Included,0,,
Avonhead West,Total,240,350,400
Avonhead,1,9,270,270
Avonhead,2,69,300,300
Avonhead,3,126,370,380
Avonhead,4,42,440,420
Avonhead,5,9,500,450
Avonhead,6+,6,2040,2710
Avonhead,Not Elsewhere Included,0,,
Avonhead,Total,261,350,350
Ilam,1,12,240,240
Ilam,2,102,300,290
Ilam,3,129,370,350
Ilam,4,57,460,440
Ilam,5,24,600,590
Ilam,6+,30,660,1190
Ilam,Not Elsewhere Included,0,,
Ilam,Total,360,360,430
Upper Riccarton,1,72,110,120
Upper Riccarton,2,138,290,290
Upper Riccarton,3,117,360,350
Upper Riccarton,4,90,440,420
Upper Riccarton,5,45,630,600
Upper Riccarton,6+,60,800,1230
Upper Riccarton,Not Elsewhere Included,0,,
Upper Riccarton,Total,522,340,450
Wharenui,1,30,200,170
Wharenui,2,156,250,220
Wharenui,3,111,350,320
Wharenui,4,78,440,420
Wharenui,5,21,580,490
Wharenui,6+,36,700,930
Wharenui,Not Elsewhere Included,3,,
Wharenui,Total,441,310,380
Middleton,1,39,110,160
Middleton,2,78,240,240
Middleton,3,90,350,370
Middleton,4,33,510,510
Middleton,5,6,550,620
Middleton,6+,0,,
Middleton,Not Elsewhere Included,0,,
Middleton,Total,249,310,320
Belfast,1,30,110,120
Belfast,2,93,250,240
Belfast,3,153,330,410
Belfast,4,54,400,390
Belfast,5,15,420,430
Belfast,6+,6,970,970
Belfast,Not Elsewhere Included,3,,
Belfast,Total,354,300,350
Travis Wetland,1,42,110,120
Travis Wetland,2,15,300,300
Travis Wetland,3,84,330,350
Travis Wetland,4,66,480,470
Travis Wetland,5,6,600,600
Travis Wetland,6+,0,,
Travis Wetland,Not Elsewhere Included,0,,
Travis Wetland,Total,219,350,350
Mairehau North,1,3,,
Mairehau North,2,15,270,280
Mairehau North,3,30,400,360
Mairehau North,4,15,420,420
Mairehau North,5,3,,
Mairehau North,6+,0,,
Mairehau North,Not Elsewhere Included,0,,
Mairehau North,Total,66,400,380
Westhaven,1,0,,
Westhaven,2,15,350,350
Westhaven,3,42,360,370
Westhaven,4,27,490,480
Westhaven,5,12,580,580
Westhaven,6+,0,,
Westhaven,Not Elsewhere Included,0,,
Westhaven,Total,93,380,380
Highfield Park,1,3,,
Highfield Park,2,24,100,140
Highfield Park,3,30,370,350
Highfield Park,4,9,430,430
Highfield Park,5,3,,
Highfield Park,6+,0,,
Highfield Park,Not Elsewhere Included,0,,
Highfield Park,Total,72,300,540
Prestons,1,3,,
Prestons,2,6,120,120
Prestons,3,6,350,360
Prestons,4,3,,
Prestons,5,0,,
Prestons,6+,0,,
Prestons,Not Elsewhere Included,0,,
Prestons,Total,18,240,280
Parklands,1,18,150,150
Parklands,2,93,160,190
Parklands,3,252,320,280
Parklands,4,45,390,360
Parklands,5,9,480,490
Parklands,6+,0,,
Parklands,Not Elsewhere Included,3,,
Parklands,Total,420,300,280
Waimairi Beach,1,3,,
Waimairi Beach,2,36,260,240
Waimairi Beach,3,90,330,330
Waimairi Beach,4,60,460,650
Waimairi Beach,5,12,580,560
Waimairi Beach,6+,3,,
Waimairi Beach,Not Elsewhere Included,0,,
Waimairi Beach,Total,207,370,440
Styx,1,30,170,170
Styx,2,39,240,220
Styx,3,69,300,300
Styx,4,21,240,200
Styx,5,6,300,300
Styx,6+,3,,
Styx,Not Elsewhere Included,0,,
Styx,Total,168,250,250
Mona Vale,1,12,200,200
Mona Vale,2,135,290,290
Mona Vale,3,78,420,580
Mona Vale,4,51,540,560
Mona Vale,5,15,580,560
Mona Vale,6+,12,2180,2850
Mona Vale,Not Elsewhere Included,0,,
Mona Vale,Total,300,350,460
Riccarton West,1,39,90,140
Riccarton West,2,216,260,290
Riccarton West,3,141,350,330
Riccarton West,4,93,440,450
Riccarton West,5,96,580,640
Riccarton West,6+,45,660,1150
Riccarton West,Not Elsewhere Included,0,,
Riccarton West,Total,630,330,400
Riccarton,1,66,110,160
Riccarton,2,450,290,280
Riccarton,3,276,380,430
Riccarton,4,114,430,430
Riccarton,5,39,550,520
Riccarton,6+,18,740,740
Riccarton,Not Elsewhere Included,0,,
Riccarton,Total,963,320,350
Riccarton South,1,27,110,130
Riccarton South,2,30,280,280
Riccarton South,3,36,360,700
Riccarton South,4,12,340,360
Riccarton South,5,3,,
Riccarton South,6+,0,,
Riccarton South,Not Elsewhere Included,0,,
Riccarton South,Total,111,300,270
Cashmere West,1,18,230,250
Cashmere West,2,45,260,290
Cashmere West,3,42,410,450
Cashmere West,4,30,580,990
Cashmere West,5,9,440,470
Cashmere West,6+,3,,
Cashmere West,Not Elsewhere Included,0,,
Cashmere West,Total,153,330,360
Cashmere East,1,12,230,220
Cashmere East,2,48,320,330
Cashmere East,3,54,450,450
Cashmere East,4,45,500,490
Cashmere East,5,12,510,510
Cashmere East,6+,3,,
Cashmere East,Not Elsewhere Included,0,,
Cashmere East,Total,174,360,390
Rapaki Track,1,3,,
Rapaki Track,2,39,270,270
Rapaki Track,3,51,320,310
Rapaki Track,4,6,380,380
Rapaki Track,5,3,,
Rapaki Track,6+,0,,
Rapaki Track,Not Elsewhere Included,0,,
Rapaki Track,Total,99,320,330
Heathcote Valley,1,15,110,110
Heathcote Valley,2,21,280,230
Heathcote Valley,3,60,350,320
Heathcote Valley,4,24,430,420
Heathcote Valley,5,0,,
Heathcote Valley,6+,0,,
Heathcote Valley,Not Elsewhere Included,3,,
Heathcote Valley,Total,120,310,310
Cathedral Square,1,21,260,260
Cathedral Square,2,42,310,300
Cathedral Square,3,24,390,380
Cathedral Square,4,12,340,340
Cathedral Square,5,3,,
Cathedral Square,6+,9,930,1760
Cathedral Square,Not Elsewhere Included,0,,
Cathedral Square,Total,111,320,440
Hagley Park,1,75,260,250
Hagley Park,2,105,350,370
Hagley Park,3,51,400,400
Hagley Park,4,9,160,160
Hagley Park,5,3,,
Hagley Park,6+,0,,
Hagley Park,Not Elsewhere Included,0,,
Hagley Park,Total,246,320,330
Avon Loop,1,243,210,220
Avon Loop,2,582,280,280
Avon Loop,3,177,360,420
Avon Loop,4,36,360,370
Avon Loop,5,6,2180,2850
Avon Loop,6+,12,3000,3630
Avon Loop,Not Elsewhere Included,3,,
Avon Loop,Total,1056,280,330
Northcote,1,12,190,210
Northcote,2,114,260,230
Northcote,3,135,330,300
Northcote,4,33,350,360
Northcote,5,6,540,540
Northcote,6+,3,,
Northcote,Not Elsewhere Included,3,,
Northcote,Total,306,300,270
Papanui,1,39,160,180
Papanui,2,189,270,240
Papanui,3,126,350,470
Papanui,4,27,440,440
Papanui,5,9,670,670
Papanui,6+,3,,
Papanui,Not Elsewhere Included,0,,
Papanui,Total,396,290,320
Aorangi,1,96,110,120
Aorangi,2,174,280,280
Aorangi,3,252,350,340
Aorangi,4,81,410,370
Aorangi,5,12,540,510
Aorangi,6+,6,480,470
Aorangi,Not Elsewhere Included,6,90,140
Aorangi,Total,621,320,320
Strowan,1,54,110,140
Strowan,2,102,300,270
Strowan,3,93,370,370
Strowan,4,30,480,580
Strowan,5,12,400,590
Strowan,6+,6,280,1800
Strowan,Not Elsewhere Included,0,,
Strowan,Total,297,350,380
Merivale,1,39,220,220
Merivale,2,333,310,310
Merivale,3,117,440,560
Merivale,4,15,470,440
Merivale,5,6,600,490
Merivale,6+,3,,
Merivale,Not Elsewhere Included,0,,
Merivale,Total,519,320,360
Rutland,1,42,210,210
Rutland,2,126,300,290
Rutland,3,162,380,450
Rutland,4,84,460,510
Rutland,5,18,580,1120
Rutland,6+,9,400,400
Rutland,Not Elsewhere Included,0,,
Rutland,Total,447,360,430
St Albans West,1,132,170,170
St Albans West,2,309,280,290
St Albans West,3,102,400,410
St Albans West,4,21,500,520
St Albans West,5,6,630,540
St Albans West,6+,3,,
St Albans West,Not Elsewhere Included,3,,
St Albans West,Total,576,280,290
St Albans East,1,258,180,180
St Albans East,2,510,260,290
St Albans East,3,267,380,430
St Albans East,4,66,420,430
St Albans East,5,15,520,510
St Albans East,6+,6,3000,3570
St Albans East,Not Elsewhere Included,0,,
St Albans East,Total,1119,270,320
Mairehau,1,27,150,210
Mairehau,2,69,290,260
Mairehau,3,168,350,340
Mairehau,4,36,360,350
Mairehau,5,6,,
Mairehau,6+,0,,
Mairehau,Not Elsewhere Included,3,,
Mairehau,Total,306,330,310
Edgeware,1,141,160,160
Edgeware,2,603,250,260
Edgeware,3,234,360,360
Edgeware,4,45,420,420
Edgeware,5,9,420,420
Edgeware,6+,6,870,870
Edgeware,Not Elsewhere Included,9,150,150
Edgeware,Total,1047,260,280
Shirley West,1,39,110,110
Shirley West,2,171,160,180
Shirley West,3,228,300,260
Shirley West,4,45,350,320
Shirley West,5,6,340,340
Shirley West,6+,0,,
Shirley West,Not Elsewhere Included,3,,
Shirley West,Total,495,240,250
Shirley East,1,42,100,100
Shirley East,2,93,250,220
Shirley East,3,219,300,270
Shirley East,4,54,320,280
Shirley East,5,3,,
Shirley East,6+,3,,
Shirley East,Not Elsewhere Included,3,,
Shirley East,Total,417,280,250
Burwood,1,9,150,130
Burwood,2,36,220,180
Burwood,3,39,340,340
Burwood,4,9,360,360
Burwood,5,6,,
Burwood,6+,0,,
Burwood,Not Elsewhere Included,3,,
Burwood,Total,102,280,260
Dallington,1,12,160,160
Dallington,2,57,250,250
Dallington,3,84,320,300
Dallington,4,24,340,300
Dallington,5,3,,
Dallington,6+,3,,
Dallington,Not Elsewhere Included,0,,
Dallington,Total,186,300,290
Travis,1,6,150,170
Travis,2,39,140,170
Travis,3,102,330,320
Travis,4,33,350,330
Travis,5,6,,
Travis,6+,3,,
Travis,Not Elsewhere Included,0,,
Travis,Total,189,320,290
Avondale,1,3,,
Avondale,2,33,200,190
Avondale,3,120,330,330
Avondale,4,33,360,350
Avondale,5,6,450,450
Avondale,6+,3,,
Avondale,Not Elsewhere Included,3,,
Avondale,Total,195,320,310
Wainoni,1,33,100,130
Wainoni,2,84,250,240
Wainoni,3,141,300,290
Wainoni,4,36,320,300
Wainoni,5,6,,
Wainoni,6+,3,,
Wainoni,Not Elsewhere Included,6,,
Wainoni,Total,303,280,270
Aranui,1,48,90,90
Aranui,2,96,100,150
Aranui,3,318,240,220
Aranui,4,69,240,410
Aranui,5,15,300,260
Aranui,6+,3,,
Aranui,Not Elsewhere Included,3,,
Aranui,Total,558,200,230
Richmond North,1,30,150,170
Richmond North,2,93,260,240
Richmond North,3,111,330,310
Richmond North,4,36,370,370
Richmond North,5,0,,
Richmond North,6+,3,,
Richmond North,Not Elsewhere Included,0,,
Richmond North,Total,282,280,280
Richmond South,1,117,170,170
Richmond South,2,315,230,230
Richmond South,3,123,350,350
Richmond South,4,9,320,340
Richmond South,5,3,,
Richmond South,6+,3,,
Richmond South,Not Elsewhere Included,3,,
Richmond South,Total,576,240,250
Avonside,1,93,100,110
Avonside,2,93,200,190
Avonside,3,96,300,280
Avonside,4,24,350,320
Avonside,5,3,,
Avonside,6+,0,,
Avonside,Not Elsewhere Included,3,,
Avonside,Total,318,200,210
Linwood,1,201,180,180
Linwood,2,702,240,260
Linwood,3,204,320,300
Linwood,4,42,350,320
Linwood,5,12,420,1560
Linwood,6+,9,0,0
Linwood,Not Elsewhere Included,3,,
Linwood,Total,1179,240,270
Phillipstown,1,147,170,170
Phillipstown,2,402,250,240
Phillipstown,3,246,320,310
Phillipstown,4,51,340,330
Phillipstown,5,12,340,340
Phillipstown,6+,3,,
Phillipstown,Not Elsewhere Included,3,,
Phillipstown,Total,870,260,260
Linwood North,1,42,150,140
Linwood North,2,93,230,210
Linwood North,3,126,320,310
Linwood North,4,30,390,380
Linwood North,5,12,380,350
Linwood North,6+,3,,
Linwood North,Not Elsewhere Included,6,,
Linwood North,Total,315,280,310
Linwood East,1,24,100,120
Linwood East,2,93,180,190
Linwood East,3,126,300,290
Linwood East,4,27,390,400
Linwood East,5,3,,
Linwood East,6+,3,,
Linwood East,Not Elsewhere Included,3,,
Linwood East,Total,282,280,250
Bexley,1,24,60,100
Bexley,2,54,220,190
Bexley,3,141,280,260
Bexley,4,27,330,310
Bexley,5,3,,
Bexley,6+,3,,
Bexley,Not Elsewhere Included,0,,
Bexley,Total,255,270,240
Bromley,1,15,170,160
Bromley,2,69,240,210
Bromley,3,204,270,240
Bromley,4,27,330,290
Bromley,5,0,,
Bromley,6+,0,,
Bromley,Not Elsewhere Included,3,,
Bromley,Total,321,270,240
Woolston West,1,48,100,120
Woolston West,2,105,240,210
Woolston West,3,198,310,300
Woolston West,4,42,330,310
Woolston West,5,9,450,450
Woolston West,6+,3,,
Woolston West,Not Elsewhere Included,3,,
Woolston West,Total,411,290,300
Ferrymead,1,42,110,220
Ferrymead,2,102,250,230
Ferrymead,3,159,300,300
Ferrymead,4,51,360,600
Ferrymead,5,3,,
Ferrymead,6+,0,,
Ferrymead,Not Elsewhere Included,0,,
Ferrymead,Total,360,280,280
Woolston South,1,36,210,200
Woolston South,2,150,240,230
Woolston South,3,153,300,300
Woolston South,4,18,320,290
Woolston South,5,6,,
Woolston South,6+,3,,
Woolston South,Not Elsewhere Included,3,,
Woolston South,Total,369,270,270
Ensors,1,90,140,150
Ensors,2,237,240,220
Ensors,3,222,320,300
Ensors,4,45,350,390
Ensors,5,9,360,330
Ensors,6+,3,,
Ensors,Not Elsewhere Included,3,,
Ensors,Total,606,260,280
Opawa,1,72,140,140
Opawa,2,114,240,240
Opawa,3,84,340,340
Opawa,4,24,350,380
Opawa,5,6,340,340
Opawa,6+,3,,
Opawa,Not Elsewhere Included,3,,
Opawa,Total,306,260,270
St Martins,1,39,170,150
St Martins,2,120,280,280
St Martins,3,120,330,320
St Martins,4,30,450,460
St Martins,5,9,470,470
St Martins,6+,3,,
St Martins,Not Elsewhere Included,0,,
St Martins,Total,318,300,340
Waltham,1,51,160,170
Waltham,2,153,280,270
Waltham,3,72,310,300
Waltham,4,18,400,400
Waltham,5,3,,
Waltham,6+,0,,
Waltham,Not Elsewhere Included,3,,
Waltham,Total,297,280,260
Sydenham,1,234,150,150
Sydenham,2,678,250,260
Sydenham,3,405,350,350
Sydenham,4,66,340,360
Sydenham,5,12,300,360
Sydenham,6+,3,,
Sydenham,Not Elsewhere Included,9,110,160
Sydenham,Total,1404,270,270
Addington,1,123,130,160
Addington,2,384,250,240
Addington,3,249,320,310
Addington,4,42,360,630
Addington,5,12,400,350
Addington,6+,18,560,1310
Addington,Not Elsewhere Included,3,,
Addington,Total,831,260,280
Barrington North,1,129,130,270
Barrington North,2,270,250,220
Barrington North,3,264,330,360
Barrington North,4,66,360,350
Barrington North,5,6,410,410
Barrington North,6+,6,380,380
Barrington North,Not Elsewhere Included,3,,
Barrington North,Total,744,290,290
Barrington South,1,33,100,120
Barrington South,2,93,300,280
Barrington South,3,93,350,350
Barrington South,4,18,300,290
Barrington South,5,3,,
Barrington South,6+,3,,
Barrington South,Not Elsewhere Included,3,,
Barrington South,Total,240,310,300
Spreydon,1,126,100,160
Spreydon,2,204,250,230
Spreydon,3,183,350,330
Spreydon,4,54,400,390
Spreydon,5,3,,
Spreydon,6+,0,,
Spreydon,Not Elsewhere Included,0,,
Spreydon,Total,573,280,260
Hoon Hay,1,3,,
Hoon Hay,2,60,300,270
Hoon Hay,3,117,360,360
Hoon Hay,4,30,390,370
Hoon Hay,5,6,350,350
Hoon Hay,6+,3,,
Hoon Hay,Not Elsewhere Included,0,,
Hoon Hay,Total,225,340,330
Hoon Hay South,1,3,,
Hoon Hay South,2,39,290,550
Hoon Hay South,3,81,360,340
Hoon Hay South,4,18,430,450
Hoon Hay South,5,0,,
Hoon Hay South,6+,0,,
Hoon Hay South,Not Elsewhere Included,0,,
Hoon Hay South,Total,141,340,320
Hillmorton,1,27,110,120
Hillmorton,2,57,260,260
Hillmorton,3,282,290,250
Hillmorton,4,75,330,310
Hillmorton,5,12,290,290
Hillmorton,6+,3,,
Hillmorton,Not Elsewhere Included,3,,
Hillmorton,Total,459,280,290
Somerfield,1,66,120,140
Somerfield,2,120,280,260
Somerfield,3,147,350,340
Somerfield,4,24,410,410
Somerfield,5,3,,
Somerfield,6+,0,,
Somerfield,Not Elsewhere Included,0,,
Somerfield,Total,360,300,280
Beckenham,1,12,190,190
Beckenham,2,39,300,290
Beckenham,3,69,360,380
Beckenham,4,24,430,430
Beckenham,5,3,,
Beckenham,6+,3,,
Beckenham,Not Elsewhere Included,0,,
Beckenham,Total,144,350,340
North Beach,1,24,170,170
North Beach,2,123,260,250
North Beach,3,249,320,310
North Beach,4,42,360,350
North Beach,5,6,390,340
North Beach,6+,0,,
North Beach,Not Elsewhere Included,3,,
North Beach,Total,447,300,280
Rawhiti,1,60,140,150
Rawhiti,2,138,250,230
Rawhiti,3,180,300,300
Rawhiti,4,33,350,370
Rawhiti,5,6,400,370
Rawhiti,6+,3,,
Rawhiti,Not Elsewhere Included,0,,
Rawhiti,Total,420,280,310
New Brighton,1,54,160,170
New Brighton,2,159,260,260
New Brighton,3,111,320,320
New Brighton,4,36,400,400
New Brighton,5,3,,
New Brighton,6+,0,,
New Brighton,Not Elsewhere Included,3,,
New Brighton,Total,363,280,280
South Brighton,1,24,220,210
South Brighton,2,120,260,250
South Brighton,3,120,330,310
South Brighton,4,33,370,330
South Brighton,5,12,330,360
South Brighton,6+,3,,
South Brighton,Not Elsewhere Included,0,,
South Brighton,Total,309,300,290
Mt Pleasant,1,9,230,230
Mt Pleasant,2,33,320,310
Mt Pleasant,3,45,430,440
Mt Pleasant,4,33,500,500
Mt Pleasant,5,9,410,400
Mt Pleasant,6+,0,,
Mt Pleasant,Not Elsewhere Included,0,,
Mt Pleasant,Total,126,370,390
Avon-Heathcote Estuary,1,,,
Avon-Heathcote Estuary,2,,,
Avon-Heathcote Estuary,3,,,
Avon-Heathcote Estuary,4,,,
Avon-Heathcote Estuary,5,,,
Avon-Heathcote Estuary,6+,,,
Avon-Heathcote Estuary,Not Elsewhere Included,,,
Avon-Heathcote Estuary,Total,,,
Moncks Bay,1,21,170,200
Moncks Bay,2,84,330,330
Moncks Bay,3,78,400,390
Moncks Bay,4,36,500,510
Moncks Bay,5,6,670,670
Moncks Bay,6+,0,,
Moncks Bay,Not Elsewhere Included,3,,
Moncks Bay,Total,225,360,430
Sumner,1,48,190,210
Sumner,2,132,330,430
Sumner,3,126,400,400
Sumner,4,48,430,670
Sumner,5,9,500,500
Sumner,6+,3,,
Sumner,Not Elsewhere Included,0,,
Sumner,Total,369,360,470
Lyttelton,1,36,180,180
Lyttelton,2,78,270,250
Lyttelton,3,93,340,340
Lyttelton,4,30,440,460
Lyttelton,5,0,,
Lyttelton,6+,0,,
Lyttelton,Not Elsewhere Included,3,,
Lyttelton,Total,240,320,370
Diamond Harbour,1,12,0,0
Diamond Harbour,2,33,280,270
Diamond Harbour,3,36,270,260
Diamond Harbour,4,12,350,330
Diamond Harbour,5,3,,
Diamond Harbour,6+,0,,
Diamond Harbour,Not Elsewhere Included,0,,
Diamond Harbour,Total,96,290,300
Governors Bay,1,12,240,230
Governors Bay,2,6,300,300
Governors Bay,3,12,380,380
Governors Bay,4,3,,
Governors Bay,5,6,,
Governors Bay,6+,0,,
Governors Bay,Not Elsewhere Included,0,,
Governors Bay,Total,36,330,320
Quail Island,1,,,
Quail Island,2,,,
Quail Island,3,,,
Quail Island,4,,,
Quail Island,5,,,
Quail Island,6+,,,
Quail Island,Not Elsewhere Included,,,
Quail Island,Total,,,
Port Levy,1,,,
Port Levy,2,,,
Port Levy,3,,,
Port Levy,4,,,
Port Levy,5,,,
Port Levy,6+,,,
Port Levy,Not Elsewhere Included,,,
Port Levy,Total,6,230,230
Akaroa,1,9,110,120
Akaroa,2,18,180,170
Akaroa,3,42,260,230
Akaroa,4,3,,
Akaroa,5,0,,
Akaroa,6+,0,,
Akaroa,Not Elsewhere Included,0,,
Akaroa,Total,78,260,260
Akaroa Harbour,1,3,,
Akaroa Harbour,2,15,200,220
Akaroa Harbour,3,24,300,320
Akaroa Harbour,4,12,230,220
Akaroa Harbour,5,3,,
Akaroa Harbour,6+,3,,
Akaroa Harbour,Not Elsewhere Included,0,,
Akaroa Harbour,Total,57,250,240
Banks Peninsula Eastern Bays,1,3,,
Banks Peninsula Eastern Bays,2,3,,
Banks Peninsula Eastern Bays,3,15,180,180
Banks Peninsula Eastern Bays,4,6,170,160
Banks Peninsula Eastern Bays,5,3,,
Banks Peninsula Eastern Bays,6+,0,,
Banks Peninsula Eastern Bays,Not Elsewhere Included,0,,
Banks Peninsula Eastern Bays,Total,33,130,160
Chatham Islands,1,9,90,90
Chatham Islands,2,15,110,140
Chatham Islands,3,36,130,140
Chatham Islands,4,3,,
Chatham Islands,5,3,,
Chatham Islands,6+,0,,
Chatham Islands,Not Elsewhere Included,0,,
Chatham Islands,Total,66,120,130
Little River,1,6,160,180
Little River,2,15,180,180
Little River,3,36,250,240
Little River,4,12,370,370
Little River,5,0,,
Little River,6+,3,,
Little River,Not Elsewhere Included,0,,
Little River,Total,66,200,230
Inland Water-Lake Ellesmere South,1,,,
Inland Water-Lake Ellesmere South,2,,,
Inland Water-Lake Ellesmere South,3,,,
Inland Water-Lake Ellesmere South,4,,,
Inland Water-Lake Ellesmere South,5,,,
Inland Water-Lake Ellesmere South,6+,,,
Inland Water-Lake Ellesmere South,Not Elsewhere Included,,,
Inland Water-Lake Ellesmere South,Total,,,
Lincoln,1,9,270,270
Lincoln,2,69,260,270
Lincoln,3,99,330,330
Lincoln,4,63,470,450
Lincoln,5,18,570,530
Lincoln,6+,9,610,500
Lincoln,Not Elsewhere Included,0,,
Lincoln,Total,264,330,330
Leeston,1,3,,
Leeston,2,33,250,240
Leeston,3,51,290,250
Leeston,4,12,260,240
Leeston,5,3,,
Leeston,6+,3,,
Leeston,Not Elsewhere Included,0,,
Leeston,Total,105,300,280
Southbridge,1,0,,
Southbridge,2,9,180,190
Southbridge,3,18,220,190
Southbridge,4,6,350,350
Southbridge,5,3,,
Southbridge,6+,0,,
Southbridge,Not Elsewhere Included,0,,
Southbridge,Total,33,240,220
Dunsandel,1,0,,
Dunsandel,2,3,,
Dunsandel,3,18,280,240
Dunsandel,4,0,,
Dunsandel,5,0,,
Dunsandel,6+,0,,
Dunsandel,Not Elsewhere Included,0,,
Dunsandel,Total,24,280,250
Inland Water-Lake Ellesmere North,1,,,
Inland Water-Lake Ellesmere North,2,,,
Inland Water-Lake Ellesmere North,3,,,
Inland Water-Lake Ellesmere North,4,,,
Inland Water-Lake Ellesmere North,5,,,
Inland Water-Lake Ellesmere North,6+,,,
Inland Water-Lake Ellesmere North,Not Elsewhere Included,,,
Inland Water-Lake Ellesmere North,Total,,,
Selwyn-Rakaia,1,24,130,120
Selwyn-Rakaia,2,45,100,110
Selwyn-Rakaia,3,180,150,270
Selwyn-Rakaia,4,66,150,200
Selwyn-Rakaia,5,12,150,220
Selwyn-Rakaia,6+,3,,
Selwyn-Rakaia,Not Elsewhere Included,0,,
Selwyn-Rakaia,Total,330,150,220
Rolleston North West,1,0,,
Rolleston North West,2,3,,
Rolleston North West,3,39,390,400
Rolleston North West,4,48,500,440
Rolleston North West,5,0,,
Rolleston North West,6+,0,,
Rolleston North West,Not Elsewhere Included,0,,
Rolleston North West,Total,96,430,410
Rolleston Central,1,3,,
Rolleston Central,2,6,,
Rolleston Central,3,69,390,380
Rolleston Central,4,78,450,450
Rolleston Central,5,6,,
Rolleston Central,6+,0,,
Rolleston Central,Not Elsewhere Included,0,,
Rolleston Central,Total,159,430,420
Rolleston North East,1,0,,
Rolleston North East,2,3,,
Rolleston North East,3,24,450,450
Rolleston North East,4,66,470,460
