area unit number,area unit name, number of bedrooms in dwelling,count,median rent paid,mean rent paid
513622,Birdwood East,3,51,350,350
513622,Birdwood East,4,24,440,440
513622,Birdwood East,5,6,480,480
513622,Birdwood East,6+,3,,
513622,Birdwood East,Not Elsewhere Included,0,,
513622,Birdwood East,Total,105,390,520
513631,Waimumu North,1,21,240,270
513631,Waimumu North,2,78,260,210
513631,Waimumu North,3,357,350,310
513631,Waimumu North,4,138,380,330
513631,Waimumu North,5,24,450,450
513631,Waimumu North,6+,0,,
513631,Waimumu North,Not Elsewhere Included,6,,
513631,Waimumu North,Total,624,350,310
513632,Waimumu South,1,9,230,230
513632,Waimumu South,2,54,300,280
513632,Waimumu South,3,255,350,390
513632,Waimumu South,4,45,380,370
513632,Waimumu South,5,21,520,420
513632,Waimumu South,6+,3,,
513632,Waimumu South,Not Elsewhere Included,3,,
513632,Waimumu South,Total,384,350,340
513701,Taupaki,1,12,230,260
513701,Taupaki,2,18,300,280
513701,Taupaki,3,21,490,490
513701,Taupaki,4,12,470,500
513701,Taupaki,5,3,,
513701,Taupaki,6+,0,,
513701,Taupaki,Not Elsewhere Included,3,,
513701,Taupaki,Total,66,310,340
513702,Waitakere,1,15,200,170
513702,Waitakere,2,24,290,290
513702,Waitakere,3,27,380,410
513702,Waitakere,4,18,380,380
513702,Waitakere,5,0,,
513702,Waitakere,6+,0,,
513702,Waitakere,Not Elsewhere Included,0,,
513702,Waitakere,Total,87,320,320
513800,Karekare,1,39,210,200
513800,Karekare,2,66,330,310
513800,Karekare,3,93,370,370
513800,Karekare,4,18,410,430
513800,Karekare,5,3,,
513800,Karekare,6+,3,,
513800,Karekare,Not Elsewhere Included,0,,
513800,Karekare,Total,222,330,330
514000,Freemans Bay,1,234,230,230
514000,Freemans Bay,2,297,440,400
514000,Freemans Bay,3,141,680,800
514000,Freemans Bay,4,45,830,1410
514000,Freemans Bay,5,15,900,1900
514000,Freemans Bay,6+,9,690,1960
514000,Freemans Bay,Not Elsewhere Included,3,,
514000,Freemans Bay,Total,747,410,510
514101,Auckland Harbourside,1,603,410,420
514101,Auckland Harbourside,2,558,550,700
514101,Auckland Harbourside,3,234,590,1170
514101,Auckland Harbourside,4,6,980,2070
514101,Auckland Harbourside,5,3,,
514101,Auckland Harbourside,6+,0,,
514101,Auckland Harbourside,Not Elsewhere Included,0,,
514101,Auckland Harbourside,Total,1401,490,650
514102,Aucklanentral West,1,1647,320,320
514102,Aucklanentral West,2,1755,390,410
514102,Aucklanentral West,3,240,520,630
514102,Aucklanentral West,4,48,490,820
514102,Aucklanentral West,5,9,380,380
514102,Aucklanentral West,6+,6,550,550
514102,Aucklanentral West,Not Elsewhere Included,18,190,190
514102,Aucklanentral West,Total,3723,350,390
514103,Aucklanentral East,1,1842,320,330
514103,Aucklanentral East,2,1116,420,440
514103,Aucklanentral East,3,78,510,750
514103,Aucklanentral East,4,18,800,1600
514103,Aucklanentral East,5,21,850,730
514103,Aucklanentral East,6+,9,320,440
514103,Aucklanentral East,Not Elsewhere Included,15,290,280
514103,Aucklanentral East,Total,3093,350,390
514200,Newton,1,186,350,420
514200,Newton,2,174,450,510
514200,Newton,3,57,530,740
514200,Newton,4,21,600,610
514200,Newton,5,9,750,740
514200,Newton,6+,6,0,0
514200,Newton,Not Elsewhere Included,0,,
514200,Newton,Total,456,430,500
514301,Grafton West,1,264,330,320
514301,Grafton West,2,291,440,440
514301,Grafton West,3,84,500,650
514301,Grafton West,4,3,,
514301,Grafton West,5,0,,
514301,Grafton West,6+,3,,
514301,Grafton West,Not Elsewhere Included,0,,
514301,Grafton West,Total,639,390,430
514302,Grafton East,1,60,290,290
514302,Grafton East,2,30,320,310
514302,Grafton East,3,24,530,520
514302,Grafton East,4,12,520,480
514302,Grafton East,5,6,0,0
514302,Grafton East,6+,3,,
514302,Grafton East,Not Elsewhere Included,0,,
514302,Grafton East,Total,132,340,500
514401,Roberton,1,156,210,180
514401,Roberton,2,234,280,250
514401,Roberton,3,252,400,400
514401,Roberton,4,84,460,440
514401,Roberton,5,21,550,530
514401,Roberton,6+,18,360,350
514401,Roberton,Not Elsewhere Included,6,0,0
514401,Roberton,Total,774,330,320
514402,Glenavon,1,132,200,170
514402,Glenavon,2,231,260,210
514402,Glenavon,3,390,380,330
514402,Glenavon,4,96,400,500
514402,Glenavon,5,30,460,380
514402,Glenavon,6+,12,250,250
514402,Glenavon,Not Elsewhere Included,6,0,0
514402,Glenavon,Total,897,300,300
514500,New Windsor,1,72,240,250
514500,New Windsor,2,90,320,300
514500,New Windsor,3,297,400,380
514500,New Windsor,4,78,450,420
514500,New Windsor,5,30,550,510
514500,New Windsor,6+,6,390,360
514500,New Windsor,Not Elsewhere Included,6,,
514500,New Windsor,Total,579,380,360
514600,Avondale South,1,105,150,160
514600,Avondale South,2,114,300,280
514600,Avondale South,3,234,400,370
514600,Avondale South,4,54,450,430
514600,Avondale South,5,9,480,450
514600,Avondale South,6+,3,,
514600,Avondale South,Not Elsewhere Included,3,,
514600,Avondale South,Total,525,350,330
514700,Blockhouse Bay,1,120,180,160
514700,Blockhouse Bay,2,96,320,300
514700,Blockhouse Bay,3,177,410,420
514700,Blockhouse Bay,4,66,500,530
514700,Blockhouse Bay,5,18,540,1170
514700,Blockhouse Bay,6+,3,,
514700,Blockhouse Bay,Not Elsewhere Included,3,,
514700,Blockhouse Bay,Total,489,380,380
514801,Rosebank,1,30,200,190
514801,Rosebank,2,129,280,260
514801,Rosebank,3,273,370,330
514801,Rosebank,4,69,430,420
514801,Rosebank,5,12,330,240
514801,Rosebank,6+,6,140,140
514801,Rosebank,Not Elsewhere Included,6,,
514801,Rosebank,Total,528,340,310
514802,Avondale West,1,75,170,180
514802,Avondale West,2,159,280,310
514802,Avondale West,3,258,360,300
514802,Avondale West,4,69,400,390
514802,Avondale West,5,18,480,480
514802,Avondale West,6+,3,,
514802,Avondale West,Not Elsewhere Included,6,,
514802,Avondale West,Total,591,320,290
514900,Waterview,1,69,110,160
514900,Waterview,2,216,300,250
514900,Waterview,3,189,400,360
514900,Waterview,4,63,430,360
514900,Waterview,5,12,590,580
514900,Waterview,6+,3,,
514900,Waterview,Not Elsewhere Included,0,,
514900,Waterview,Total,552,320,300
515001,Poinhevalier West,1,84,250,220
515001,Poinhevalier West,2,126,340,300
515001,Poinhevalier West,3,105,500,570
515001,Poinhevalier West,4,36,650,600
515001,Poinhevalier West,5,9,480,480
515001,Poinhevalier West,6+,0,,
515001,Poinhevalier West,Not Elsewhere Included,3,,
515001,Poinhevalier West,Total,363,380,410
515002,Poinhevalier East,1,75,240,200
515002,Poinhevalier East,2,183,330,300
515002,Poinhevalier East,3,159,480,550
515002,Poinhevalier East,4,45,630,870
515002,Poinhevalier East,5,6,660,1530
515002,Poinhevalier East,6+,3,,
515002,Poinhevalier East,Not Elsewhere Included,3,,
515002,Poinhevalier East,Total,474,380,400
515003,Poinhevalier South,1,33,210,180
515003,Poinhevalier South,2,96,340,310
515003,Poinhevalier South,3,66,430,430
515003,Poinhevalier South,4,15,590,590
515003,Poinhevalier South,5,6,,
515003,Poinhevalier South,6+,0,,
515003,Poinhevalier South,Not Elsewhere Included,3,,
515003,Poinhevalier South,Total,213,310,390
515100,Westmere,1,78,280,300
515100,Westmere,2,123,360,340
515100,Westmere,3,165,590,610
515100,Westmere,4,60,680,850
515100,Westmere,5,12,460,510
515100,Westmere,6+,3,,
515100,Westmere,Not Elsewhere Included,0,,
515100,Westmere,Total,444,500,530
515201,Herne Bay,1,165,340,350
515201,Herne Bay,2,132,430,450
515201,Herne Bay,3,57,700,1350
515201,Herne Bay,4,24,1260,2810
515201,Herne Bay,5,6,3000,3650
515201,Herne Bay,6+,3,,
515201,Herne Bay,Not Elsewhere Included,6,,
515201,Herne Bay,Total,390,400,750
515202,St Marys,1,180,340,340
515202,St Marys,2,219,490,520
515202,St Marys,3,105,680,1210
515202,St Marys,4,42,800,2150
515202,St Marys,5,9,880,1870
515202,St Marys,6+,6,2330,3000
515202,St Marys,Not Elsewhere Included,0,,
515202,St Marys,Total,561,460,780
515301,Ponsonby West,1,57,300,300
515301,Ponsonby West,2,96,350,320
515301,Ponsonby West,3,75,610,720
515301,Ponsonby West,4,33,810,1820
515301,Ponsonby West,5,12,830,2030
515301,Ponsonby West,6+,6,,
515301,Ponsonby West,Not Elsewhere Included,3,,
515301,Ponsonby West,Total,282,470,730
515302,Ponsonby East,1,147,330,300
515302,Ponsonby East,2,114,520,470
515302,Ponsonby East,3,159,670,780
515302,Ponsonby East,4,69,810,980
515302,Ponsonby East,5,12,900,1690
515302,Ponsonby East,6+,9,5000,5000
515302,Ponsonby East,Not Elsewhere Included,3,,
515302,Ponsonby East,Total,504,550,670
515410,Grey Lynn West,1,114,300,280
515410,Grey Lynn West,2,105,470,470
515410,Grey Lynn West,3,126,650,730
515410,Grey Lynn West,4,63,660,780
515410,Grey Lynn West,5,18,540,540
515410,Grey Lynn West,6+,9,540,1550
515410,Grey Lynn West,Not Elsewhere Included,3,,
515410,Grey Lynn West,Total,441,540,610
515420,Grey Lynn East,1,204,340,340
515420,Grey Lynn East,2,135,450,450
515420,Grey Lynn East,3,93,650,650
515420,Grey Lynn East,4,84,650,800
515420,Grey Lynn East,5,24,840,1340
515420,Grey Lynn East,6+,9,1490,2790
515420,Grey Lynn East,Not Elsewhere Included,0,,
515420,Grey Lynn East,Total,543,450,580
515431,Surrerescent,1,150,90,160
515431,Surrerescent,2,117,250,270
515431,Surrerescent,3,138,500,450
515431,Surrerescent,4,54,680,630
515431,Surrerescent,5,9,850,1660
515431,Surrerescent,6+,3,,
515431,Surrerescent,Not Elsewhere Included,3,,
515431,Surrerescent,Total,474,270,360
515432,St Lukes North,1,18,270,290
515432,St Lukes North,2,30,360,370
515432,St Lukes North,3,24,530,530
515432,St Lukes North,4,21,640,640
515432,St Lukes North,5,3,,
515432,St Lukes North,6+,3,,
515432,St Lukes North,Not Elsewhere Included,0,,
515432,St Lukes North,Total,102,480,490
515500,Arch Hill,1,93,320,290
515500,Arch Hill,2,90,500,600
515500,Arch Hill,3,90,550,560
515500,Arch Hill,4,30,660,640
515500,Arch Hill,5,9,600,600
515500,Arch Hill,6+,9,5000,5000
515500,Arch Hill,Not Elsewhere Included,0,,
515500,Arch Hill,Total,321,500,530
515600,Eden Terrace,1,195,330,320
515600,Eden Terrace,2,357,430,420
515600,Eden Terrace,3,66,490,480
515600,Eden Terrace,4,33,600,980
515600,Eden Terrace,5,15,860,820
515600,Eden Terrace,6+,3,,
515600,Eden Terrace,Not Elsewhere Included,0,,
515600,Eden Terrace,Total,669,400,450
515700,Epsom North,1,72,290,270
515700,Epsom North,2,144,400,400
515700,Epsom North,3,72,560,540
515700,Epsom North,4,33,740,1040
515700,Epsom North,5,21,1490,2810
515700,Epsom North,6+,3,,
515700,Epsom North,Not Elsewhere Included,0,,
515700,Epsom North,Total,345,420,570
515801,Epsoentral,1,66,280,260
515801,Epsoentral,2,147,390,390
515801,Epsoentral,3,78,610,790
515801,Epsoentral,4,48,790,710
515801,Epsoentral,5,30,860,1170
515801,Epsoentral,6+,6,5000,5000
515801,Epsoentral,Not Elsewhere Included,0,,
515801,Epsoentral,Total,372,430,570
515802,Epsom South,1,45,280,250
515802,Epsom South,2,90,400,540
515802,Epsom South,3,63,590,740
515802,Epsom South,4,45,730,1210
515802,Epsom South,5,15,890,1430
515802,Epsom South,6+,9,800,800
515802,Epsom South,Not Elsewhere Included,0,,
515802,Epsom South,Total,267,450,690
515901,Parnell East,1,87,310,330
515901,Parnell East,2,87,450,650
515901,Parnell East,3,78,600,1080
515901,Parnell East,4,18,950,2220
515901,Parnell East,5,6,990,2050
515901,Parnell East,6+,6,350,350
515901,Parnell East,Not Elsewhere Included,0,,
515901,Parnell East,Total,282,450,780
515902,Parnell West,1,303,350,340
515902,Parnell West,2,339,490,560
515902,Parnell West,3,192,650,990
515902,Parnell West,4,63,830,1530
515902,Parnell West,5,9,3000,3600
515902,Parnell West,6+,9,1570,2890
515902,Parnell West,Not Elsewhere Included,6,,
515902,Parnell West,Total,921,480,680
516001,Mt Hobson,1,60,290,280
516001,Mt Hobson,2,39,400,390
516001,Mt Hobson,3,45,600,600
516001,Mt Hobson,4,18,780,1330
516001,Mt Hobson,5,3,,
516001,Mt Hobson,6+,3,,
516001,Mt Hobson,Not Elsewhere Included,0,,
516001,Mt Hobson,Total,165,400,520
516002,Remuera South,1,57,290,290
516002,Remuera South,2,120,390,380
516002,Remuera South,3,120,600,580
516002,Remuera South,4,69,780,1700
516002,Remuera South,5,21,750,1160
516002,Remuera South,6+,9,620,620
516002,Remuera South,Not Elsewhere Included,3,,
516002,Remuera South,Total,396,470,680
516003,Abbotts Park,1,60,270,260
516003,Abbotts Park,2,135,370,380
516003,Abbotts Park,3,156,550,530
516003,Abbotts Park,4,81,660,810
516003,Abbotts Park,5,24,650,590
516003,Abbotts Park,6+,6,900,900
516003,Abbotts Park,Not Elsewhere Included,0,,
516003,Abbotts Park,Total,456,490,520
516101,Remuera West,1,45,280,290
516101,Remuera West,2,108,400,400
516101,Remuera West,3,111,580,820
516101,Remuera West,4,42,750,1650
516101,Remuera West,5,18,1420,2890
516101,Remuera West,6+,6,800,2150
516101,Remuera West,Not Elsewhere Included,0,,
516101,Remuera West,Total,333,550,850
516102,Waitaramoa,1,33,310,320
516102,Waitaramoa,2,87,390,390
516102,Waitaramoa,3,75,610,770
516102,Waitaramoa,4,36,850,2260
516102,Waitaramoa,5,15,670,2000
516102,Waitaramoa,6+,9,5000,5000
516102,Waitaramoa,Not Elsewhere Included,0,,
516102,Waitaramoa,Total,252,500,930
516201,Orakei South,1,33,290,290
516201,Orakei South,2,87,400,380
516201,Orakei South,3,75,590,770
516201,Orakei South,4,39,770,1670
516201,Orakei South,5,9,2280,2950
516201,Orakei South,6+,6,3000,3600
516201,Orakei South,Not Elsewhere Included,0,,
516201,Orakei South,Total,249,480,800
516202,Waiata,1,33,340,300
516202,Waiata,2,72,430,460
516202,Waiata,3,60,630,1090
516202,Waiata,4,42,780,1580
516202,Waiata,5,15,1590,2810
516202,Waiata,6+,3,,
516202,Waiata,Not Elsewhere Included,0,,
516202,Waiata,Total,219,510,930
516301,Meadowbank North,1,129,250,240
516301,Meadowbank North,2,282,350,340
516301,Meadowbank North,3,180,500,490
516301,Meadowbank North,4,81,700,790
516301,Meadowbank North,5,15,520,420
516301,Meadowbank North,6+,6,2230,2900
516301,Meadowbank North,Not Elsewhere Included,0,,
516301,Meadowbank North,Total,687,360,430
516302,Meadowbank South,1,15,300,280
516302,Meadowbank South,2,78,400,400
516302,Meadowbank South,3,156,530,520
516302,Meadowbank South,4,66,680,670
516302,Meadowbank South,5,15,680,680
516302,Meadowbank South,6+,3,,
516302,Meadowbank South,Not Elsewhere Included,0,,
516302,Meadowbank South,Total,336,520,560
516400,Orakei North,1,72,110,190
516400,Orakei North,2,291,160,260
516400,Orakei North,3,216,400,510
516400,Orakei North,4,96,650,890
516400,Orakei North,5,21,740,1390
516400,Orakei North,6+,6,,
516400,Orakei North,Not Elsewhere Included,0,,
516400,Orakei North,Total,702,310,470
516500,Mission Bay,1,147,300,310
516500,Mission Bay,2,297,410,410
516500,Mission Bay,3,144,590,670
516500,Mission Bay,4,60,750,1440
516500,Mission Bay,5,15,2260,2930
516500,Mission Bay,6+,3,,
516500,Mission Bay,Not Elsewhere Included,3,,
516500,Mission Bay,Total,669,430,590
516601,Kohimarama West,1,48,310,310
516601,Kohimarama West,2,108,450,450
516601,Kohimarama West,3,96,610,900
516601,Kohimarama West,4,45,830,2130
516601,Kohimarama West,5,18,2330,3200
516601,Kohimarama West,6+,0,,
516601,Kohimarama West,Not Elsewhere Included,0,,
516601,Kohimarama West,Total,318,500,880
516602,Kohimarama East,1,36,280,290
516602,Kohimarama East,2,78,400,400
516602,Kohimarama East,3,78,530,670
516602,Kohimarama East,4,45,800,1370
516602,Kohimarama East,5,24,780,1700
516602,Kohimarama East,6+,3,,
516602,Kohimarama East,Not Elsewhere Included,0,,
516602,Kohimarama East,Total,264,500,750
516700,St Heliers,1,51,320,320
516700,St Heliers,2,159,410,430
516700,St Heliers,3,117,610,740
516700,St Heliers,4,63,870,1930
516700,St Heliers,5,18,3670,3850
516700,St Heliers,6+,6,850,2170
516700,St Heliers,Not Elsewhere Included,0,,
516700,St Heliers,Total,417,520,790
516800,Glendowie,1,21,300,280
516800,Glendowie,2,60,390,370
516800,Glendowie,3,60,640,880
516800,Glendowie,4,36,700,950
516800,Glendowie,5,9,670,1690
516800,Glendowie,6+,0,,
516800,Glendowie,Not Elsewhere Included,0,,
516800,Glendowie,Total,189,460,700
516900,Glen Innes North,1,96,170,210
516900,Glen Innes North,2,102,380,350
516900,Glen Innes North,3,177,500,410
516900,Glen Innes North,4,75,680,780
516900,Glen Innes North,5,6,600,1890
516900,Glen Innes North,6+,3,,
516900,Glen Innes North,Not Elsewhere Included,3,,
516900,Glen Innes North,Total,462,420,440
517001,Glen Innes West,1,42,140,160
517001,Glen Innes West,2,183,130,210
517001,Glen Innes West,3,324,220,240
517001,Glen Innes West,4,60,340,290
517001,Glen Innes West,5,21,260,340
517001,Glen Innes West,6+,6,140,140
517001,Glen Innes West,Not Elsewhere Included,12,100,100
517001,Glen Innes West,Total,651,200,260
517002,Glen Innes East,1,6,180,180
517002,Glen Innes East,2,147,100,170
517002,Glen Innes East,3,216,130,210
517002,Glen Innes East,4,33,140,220
517002,Glen Innes East,5,0,,
517002,Glen Innes East,6+,3,,
517002,Glen Innes East,Not Elsewhere Included,3,,
517002,Glen Innes East,Total,417,130,200
517100,Point England,1,111,70,90
517100,Point England,2,318,100,150
517100,Point England,3,327,140,220
517100,Point England,4,63,300,600
517100,Point England,5,18,100,220
517100,Point England,6+,9,110,180
517100,Point England,Not Elsewhere Included,12,80,80
517100,Point England,Total,855,110,170
517201,St Johns,1,96,240,230
517201,St Johns,2,234,310,320
517201,St Johns,3,123,420,400
517201,St Johns,4,30,550,520
517201,St Johns,5,6,380,380
517201,St Johns,6+,3,,
517201,St Johns,Not Elsewhere Included,3,,
517201,St Johns,Total,498,340,340
517202,Stonefields,1,0,,
517202,Stonefields,2,12,350,340
517202,Stonefields,3,18,640,590
517202,Stonefields,4,48,750,710
517202,Stonefields,5,9,850,1570
517202,Stonefields,6+,0,,
517202,Stonefields,Not Elsewhere Included,0,,
517202,Stonefields,Total,84,720,790
517400,Newmarket,1,201,310,300
517400,Newmarket,2,270,440,450
517400,Newmarket,3,138,600,690
517400,Newmarket,4,39,680,1000
517400,Newmarket,5,15,880,2500
517400,Newmarket,6+,3,,
517400,Newmarket,Not Elsewhere Included,0,,
517400,Newmarket,Total,672,430,530
517500,Kingsland,1,111,320,330
517500,Kingsland,2,273,420,400
517500,Kingsland,3,189,500,490
517500,Kingsland,4,93,610,560
517500,Kingsland,5,27,750,1180
517500,Kingsland,6+,12,890,2200
517500,Kingsland,Not Elsewhere Included,6,,
517500,Kingsland,Total,708,450,510
517600,St Lukes,1,165,280,280
517600,St Lukes,2,444,330,320
517600,St Lukes,3,240,450,450
517600,St Lukes,4,54,620,580
517600,St Lukes,5,21,660,710
517600,St Lukes,6+,9,2290,2950
517600,St Lukes,Not Elsewhere Included,0,,
517600,St Lukes,Total,939,360,400
517701,Sandringham North,1,102,280,270
517701,Sandringham North,2,222,380,430
517701,Sandringham North,3,102,520,500
517701,Sandringham North,4,42,600,580
517701,Sandringham North,5,15,750,1670
517701,Sandringham North,6+,3,,
517701,Sandringham North,Not Elsewhere Included,0,,
517701,Sandringham North,Total,486,380,410
517702,Sandringham West,1,78,280,270
517702,Sandringham West,2,399,350,350
517702,Sandringham West,3,186,460,450
517702,Sandringham West,4,60,520,470
517702,Sandringham West,5,6,810,810
517702,Sandringham West,6+,3,,
517702,Sandringham West,Not Elsewhere Included,3,,
517702,Sandringham West,Total,732,360,380
517703,Sandringham East,1,87,270,240
517703,Sandringham East,2,246,330,290
517703,Sandringham East,3,120,450,420
517703,Sandringham East,4,45,510,490
517703,Sandringham East,5,6,490,450
517703,Sandringham East,6+,3,,
517703,Sandringham East,Not Elsewhere Included,3,,
517703,Sandringham East,Total,519,330,370
517800,Mt Alberentral,1,108,270,240
517800,Mt Alberentral,2,318,350,340
517800,Mt Alberentral,3,165,470,440
517800,Mt Alberentral,4,66,590,570
517800,Mt Alberentral,5,15,590,560
517800,Mt Alberentral,6+,0,,
517800,Mt Alberentral,Not Elsewhere Included,3,,
517800,Mt Alberentral,Total,675,360,370
517901,Springleigh,1,63,260,240
517901,Springleigh,2,195,320,310
517901,Springleigh,3,111,430,390
517901,Springleigh,4,33,560,480
517901,Springleigh,5,6,520,520
517901,Springleigh,6+,3,,
517901,Springleigh,Not Elsewhere Included,3,,
517901,Springleigh,Total,411,340,350
517902,Owairaka West,1,45,250,210
517902,Owairaka West,2,198,270,230
517902,Owairaka West,3,159,330,300
517902,Owairaka West,4,33,400,350
517902,Owairaka West,5,9,800,2020
517902,Owairaka West,6+,9,740,640
517902,Owairaka West,Not Elsewhere Included,3,,
517902,Owairaka West,Total,456,310,310
517903,Owairaka East,1,102,200,180
517903,Owairaka East,2,189,330,320
517903,Owairaka East,3,159,400,370
517903,Owairaka East,4,51,610,580
517903,Owairaka East,5,18,750,700
517903,Owairaka East,6+,9,500,1900
517903,Owairaka East,Not Elsewhere Included,6,,
517903,Owairaka East,Total,534,350,390
518101,Mt Eden North,1,312,280,320
518101,Mt Eden North,2,222,390,380
518101,Mt Eden North,3,114,500,510
518101,Mt Eden North,4,33,660,700
518101,Mt Eden North,5,12,690,1370
518101,Mt Eden North,6+,12,800,800
518101,Mt Eden North,Not Elsewhere Included,3,,
518101,Mt Eden North,Total,708,340,370
518102,Sherbourne,1,252,280,270
518102,Sherbourne,2,189,380,360
518102,Sherbourne,3,48,600,590
518102,Sherbourne,4,33,640,1020
518102,Sherbourne,5,12,930,2260
518102,Sherbourne,6+,6,670,670
518102,Sherbourne,Not Elsewhere Included,3,,
518102,Sherbourne,Total,537,330,440
518201,Balmoral,1,264,280,280
518201,Balmoral,2,195,370,370
518201,Balmoral,3,132,520,510
518201,Balmoral,4,66,660,1040
518201,Balmoral,5,21,750,1270
518201,Balmoral,6+,12,810,2120
518201,Balmoral,Not Elsewhere Included,6,370,400
518201,Balmoral,Total,696,350,450
518202,Mt Eden East,1,105,270,280
518202,Mt Eden East,2,153,370,370
518202,Mt Eden East,3,45,450,470
518202,Mt Eden East,4,27,800,1620
518202,Mt Eden East,5,6,,
518202,Mt Eden East,6+,3,,
518202,Mt Eden East,Not Elsewhere Included,0,,
518202,Mt Eden East,Total,336,360,480
518301,Maungawhau,1,117,280,290
518301,Maungawhau,2,141,360,360
518301,Maungawhau,3,111,490,490
518301,Maungawhau,4,57,640,620
518301,Maungawhau,5,18,600,620
518301,Maungawhau,6+,9,700,630
518301,Maungawhau,Not Elsewhere Included,0,,
518301,Maungawhau,Total,453,390,460
518302,Mt Eden South,1,120,230,200
518302,Mt Eden South,2,195,350,320
518302,Mt Eden South,3,150,510,480
518302,Mt Eden South,4,75,610,780
518302,Mt Eden South,5,30,800,740
518302,Mt Eden South,6+,6,820,780
518302,Mt Eden South,Not Elsewhere Included,0,,
518302,Mt Eden South,Total,579,380,400
518500,Three Kings,1,138,260,220
518500,Three Kings,2,363,290,250
518500,Three Kings,3,258,420,410
518500,Three Kings,4,72,550,510
518500,Three Kings,5,21,580,500
518500,Three Kings,6+,6,260,260
518500,Three Kings,Not Elsewhere Included,12,90,80
518500,Three Kings,Total,873,310,300
518600,Royal Oak,1,48,280,250
518600,Royal Oak,2,225,400,390
518600,Royal Oak,3,168,500,490
518600,Royal Oak,4,75,690,600
518600,Royal Oak,5,21,720,730
518600,Royal Oak,6+,6,690,690
518600,Royal Oak,Not Elsewhere Included,3,,
518600,Royal Oak,Total,546,420,440
518701,Hillsborough West,1,99,250,230
518701,Hillsborough West,2,204,330,300
518701,Hillsborough West,3,282,430,410
518701,Hillsborough West,4,126,520,500
518701,Hillsborough West,5,39,560,820
518701,Hillsborough West,6+,12,650,630
518701,Hillsborough West,Not Elsewhere Included,6,,
518701,Hillsborough West,Total,768,400,380
518702,Hillsborough East,1,60,260,260
518702,Hillsborough East,2,138,320,310
518702,Hillsborough East,3,129,440,430
518702,Hillsborough East,4,54,550,530
518702,Hillsborough East,5,21,550,500
518702,Hillsborough East,6+,6,,
518702,Hillsborough East,Not Elsewhere Included,3,,
518702,Hillsborough East,Total,405,380,400
518801,Walmsley,1,30,190,210
518801,Walmsley,2,192,120,190
518801,Walmsley,3,294,210,240
518801,Walmsley,4,96,380,480
518801,Walmsley,5,12,650,650
518801,Walmsley,6+,9,130,270
518801,Walmsley,Not Elsewhere Included,3,,
518801,Walmsley,Total,636,200,240
518802,Wesley,1,93,90,110
518802,Wesley,2,114,140,200
518802,Wesley,3,189,350,290
518802,Wesley,4,54,390,350
518802,Wesley,5,6,600,600
518802,Wesley,6+,0,,
518802,Wesley,Not Elsewhere Included,6,60,60
518802,Wesley,Total,459,190,240
518803,Akarana,1,72,90,120
518803,Akarana,2,264,210,220
518803,Akarana,3,354,350,290
518803,Akarana,4,126,300,330
518803,Akarana,5,27,480,460
518803,Akarana,6+,6,580,490
518803,Akarana,Not Elsewhere Included,9,0,0
518803,Akarana,Total,855,290,290
518901,Lynfield North,1,51,200,190
518901,Lynfield North,2,141,310,300
518901,Lynfield North,3,240,400,390
518901,Lynfield North,4,93,460,450
518901,Lynfield North,5,15,580,1110
518901,Lynfield North,6+,6,490,490
518901,Lynfield North,Not Elsewhere Included,6,,
518901,Lynfield North,Total,552,380,380
518902,Lynfield South,1,36,230,230
518902,Lynfield South,2,120,290,260
518902,Lynfield South,3,147,410,390
518902,Lynfield South,4,51,470,490
518902,Lynfield South,5,21,500,450
518902,Lynfield South,6+,6,,
518902,Lynfield South,Not Elsewhere Included,3,,
518902,Lynfield South,Total,378,390,370
519001,Waikowhai West,1,24,270,260
519001,Waikowhai West,2,96,310,450
519001,Waikowhai West,3,90,410,410
519001,Waikowhai West,4,48,550,530
519001,Waikowhai West,5,12,630,660
519001,Waikowhai West,6+,3,,
519001,Waikowhai West,Not Elsewhere Included,0,,
519001,Waikowhai West,Total,276,400,440
519002,Waikowhai East,1,54,230,220
519002,Waikowhai East,2,135,300,260
519002,Waikowhai East,3,276,300,280
519002,Waikowhai East,4,63,460,610
519002,Waikowhai East,5,21,600,550
519002,Waikowhai East,6+,9,480,440
519002,Waikowhai East,Not Elsewhere Included,6,,
519002,Waikowhai East,Total,561,310,320
519200,Mt St John,1,45,290,280
519200,Mt St John,2,201,390,390
519200,Mt St John,3,96,530,500
519200,Mt St John,4,60,720,1190
519200,Mt St John,5,21,910,1530
519200,Mt St John,6+,9,500,500
519200,Mt St John,Not Elsewhere Included,0,,
519200,Mt St John,Total,429,420,550
519300,One Tree Hilentral,1,48,240,220
519300,One Tree Hilentral,2,111,380,360
519300,One Tree Hilentral,3,51,560,500
519300,One Tree Hilentral,4,36,730,1800
519300,One Tree Hilentral,5,9,870,2190
519300,One Tree Hilentral,6+,0,,
519300,One Tree Hilentral,Not Elsewhere Included,6,230,280
519300,One Tree Hilentral,Total,264,380,610
519400,One Tree Hill East,1,72,250,220
519400,One Tree Hill East,2,234,360,310
519400,One Tree Hill East,3,255,470,440
519400,One Tree Hill East,4,90,600,590
519400,One Tree Hill East,5,18,670,630
519400,One Tree Hill East,6+,3,,
519400,One Tree Hill East,Not Elsewhere Included,0,,
519400,One Tree Hill East,Total,675,420,440
519500,Penrose,1,9,350,320
519500,Penrose,2,63,350,370
519500,Penrose,3,30,450,470
519500,Penrose,4,9,580,570
519500,Penrose,5,3,,
519500,Penrose,6+,0,,
