area unit number,area unit name, number of bedrooms in dwelling,count,median rent paid,mean rent paid
607800,Roxburgh,5,0,,
607800,Roxburgh,6+,0,,
607800,Roxburgh,Not Elsewhere Included,0,,
607800,Roxburgh,Total,57,150,140
607900,Ranfurly,1,18,90,80
607900,Ranfurly,2,6,140,140
607900,Ranfurly,3,36,150,150
607900,Ranfurly,4,12,170,160
607900,Ranfurly,5,0,,
607900,Ranfurly,6+,0,,
607900,Ranfurly,Not Elsewhere Included,0,,
607900,Ranfurly,Total,72,120,130
608000,Maniototo,1,0,,
608000,Maniototo,2,6,110,110
608000,Maniototo,3,33,100,610
608000,Maniototo,4,18,110,120
608000,Maniototo,5,6,80,70
608000,Maniototo,6+,3,,
608000,Maniototo,Not Elsewhere Included,0,,
608000,Maniototo,Total,69,100,130
608100,Naseby,1,,,
608100,Naseby,2,,,
608100,Naseby,3,,,
608100,Naseby,4,,,
608100,Naseby,5,,,
608100,Naseby,6+,,,
608100,Naseby,Not Elsewhere Included,,,
608100,Naseby,Total,6,170,170
608302,Dunstan,1,15,120,120
608302,Dunstan,2,33,210,210
608302,Dunstan,3,102,240,340
608302,Dunstan,4,54,230,220
608302,Dunstan,5,15,200,200
608302,Dunstan,6+,6,250,1400
608302,Dunstan,Not Elsewhere Included,0,,
608302,Dunstan,Total,231,210,270
60830lyde,1,9,140,160
60830lyde,2,15,230,240
60830lyde,3,48,260,260
60830lyde,4,12,300,280
60830lyde,5,3,,
60830lyde,6+,0,,
60830lyde,Not Elsewhere Included,0,,
60830lyde,Total,87,240,240
608304,Hawea,1,24,170,170
608304,Hawea,2,36,190,160
608304,Hawea,3,75,270,250
608304,Hawea,4,30,300,270
608304,Hawea,5,6,380,360
608304,Hawea,6+,3,,
608304,Hawea,Not Elsewhere Included,0,,
608304,Hawea,Total,174,250,230
608305,Inland Water-Lake Hawea,1,,,
608305,Inland Water-Lake Hawea,2,,,
608305,Inland Water-Lake Hawea,3,,,
608305,Inland Water-Lake Hawea,4,,,
608305,Inland Water-Lake Hawea,5,,,
608305,Inland Water-Lake Hawea,6+,,,
608305,Inland Water-Lake Hawea,Not Elsewhere Included,,,
608305,Inland Water-Lake Hawea,Total,,,
608500,Alexandra,1,45,130,140
608500,Alexandra,2,150,200,200
608500,Alexandra,3,201,260,320
608500,Alexandra,4,60,260,260
608500,Alexandra,5,9,300,300
608500,Alexandra,6+,6,,
608500,Alexandra,Not Elsewhere Included,0,,
608500,Alexandra,Total,471,240,250
60860romwell,1,39,130,120
60860romwell,2,93,220,210
60860romwell,3,306,260,300
60860romwell,4,78,300,290
60860romwell,5,9,250,250
60860romwell,6+,0,,
60860romwell,Not Elsewhere Included,3,,
60860romwell,Total,525,250,300
608700,Frankton,1,54,200,210
608700,Frankton,2,75,300,280
608700,Frankton,3,114,400,380
608700,Frankton,4,30,450,400
608700,Frankton,5,6,520,520
608700,Frankton,6+,3,,
608700,Frankton,Not Elsewhere Included,0,,
608700,Frankton,Total,279,340,370
608800,Wanaka,1,69,210,210
608800,Wanaka,2,138,270,260
608800,Wanaka,3,351,330,320
608800,Wanaka,4,180,390,450
608800,Wanaka,5,27,460,450
608800,Wanaka,6+,6,250,250
608800,Wanaka,Not Elsewhere Included,0,,
608800,Wanaka,Total,768,320,350
609011,Milford,1,9,70,60
609011,Milford,2,3,,
609011,Milford,3,0,,
609011,Milford,4,3,,
609011,Milford,5,0,,
609011,Milford,6+,3,,
609011,Milford,Not Elsewhere Included,0,,
609011,Milford,Total,21,70,170
609013,Glenorchy,1,9,140,1340
609013,Glenorchy,2,6,160,160
609013,Glenorchy,3,18,230,270
609013,Glenorchy,4,6,300,290
609013,Glenorchy,5,0,,
609013,Glenorchy,6+,3,,
609013,Glenorchy,Not Elsewhere Included,0,,
609013,Glenorchy,Total,42,240,220
609014,Kingston South,1,3,,
609014,Kingston South,2,9,260,240
609014,Kingston South,3,15,220,220
609014,Kingston South,4,6,,
609014,Kingston South,5,0,,
609014,Kingston South,6+,0,,
609014,Kingston South,Not Elsewhere Included,0,,
609014,Kingston South,Total,30,200,200
609022,Kelvin Heights,1,6,230,210
609022,Kelvin Heights,2,18,300,300
609022,Kelvin Heights,3,39,360,370
609022,Kelvin Heights,4,18,500,490
609022,Kelvin Heights,5,6,,
609022,Kelvin Heights,6+,3,,
609022,Kelvin Heights,Not Elsewhere Included,0,,
609022,Kelvin Heights,Total,87,410,420
609023,Sunshine Bay,1,39,230,230
609023,Sunshine Bay,2,81,320,320
609023,Sunshine Bay,3,231,380,440
609023,Sunshine Bay,4,54,450,480
609023,Sunshine Bay,5,15,480,390
609023,Sunshine Bay,6+,3,,
609023,Sunshine Bay,Not Elsewhere Included,0,,
609023,Sunshine Bay,Total,426,370,400
609027,Inland Water-Lake Wakatipu,1,,,
609027,Inland Water-Lake Wakatipu,2,,,
609027,Inland Water-Lake Wakatipu,3,,,
609027,Inland Water-Lake Wakatipu,4,,,
609027,Inland Water-Lake Wakatipu,5,,,
609027,Inland Water-Lake Wakatipu,6+,,,
609027,Inland Water-Lake Wakatipu,Not Elsewhere Included,,,
609027,Inland Water-Lake Wakatipu,Total,,,
609028,Lake Hayes,1,9,180,180
609028,Lake Hayes,2,3,,
609028,Lake Hayes,3,6,390,390
609028,Lake Hayes,4,6,350,350
609028,Lake Hayes,5,0,,
609028,Lake Hayes,6+,0,,
609028,Lake Hayes,Not Elsewhere Included,0,,
609028,Lake Hayes,Total,24,270,700
609029,Matukituki,1,,,
609029,Matukituki,2,,,
609029,Matukituki,3,,,
609029,Matukituki,4,,,
609029,Matukituki,5,,,
609029,Matukituki,6+,,,
609029,Matukituki,Not Elsewhere Included,,,
609029,Matukituki,Total,15,250,230
609030,Inland Water-Lake Wanaka,1,,,
609030,Inland Water-Lake Wanaka,2,,,
609030,Inland Water-Lake Wanaka,3,,,
609030,Inland Water-Lake Wanaka,4,,,
609030,Inland Water-Lake Wanaka,5,,,
609030,Inland Water-Lake Wanaka,6+,,,
609030,Inland Water-Lake Wanaka,Not Elsewhere Included,,,
609030,Inland Water-Lake Wanaka,Total,,,
609031,Outer Wakatipu,1,9,250,250
609031,Outer Wakatipu,2,9,0,0
609031,Outer Wakatipu,3,15,300,310
609031,Outer Wakatipu,4,15,450,490
609031,Outer Wakatipu,5,0,,
609031,Outer Wakatipu,6+,0,,
609031,Outer Wakatipu,Not Elsewhere Included,0,,
609031,Outer Wakatipu,Total,48,270,290
609032,Wakatipu Basin,1,15,230,230
609032,Wakatipu Basin,2,18,350,340
609032,Wakatipu Basin,3,18,360,380
609032,Wakatipu Basin,4,12,480,480
609032,Wakatipu Basin,5,3,,
609032,Wakatipu Basin,6+,6,,
609032,Wakatipu Basin,Not Elsewhere Included,0,,
609032,Wakatipu Basin,Total,72,350,440
609033,Frankton East,1,3,,
609033,Frankton East,2,18,300,300
609033,Frankton East,3,15,420,440
609033,Frankton East,4,6,570,590
609033,Frankton East,5,0,,
609033,Frankton East,6+,0,,
609033,Frankton East,Not Elsewhere Included,0,,
609033,Frankton East,Total,48,350,720
609034,Lake Hayes South,1,12,250,250
609034,Lake Hayes South,2,9,320,320
609034,Lake Hayes South,3,30,450,430
609034,Lake Hayes South,4,48,530,500
609034,Lake Hayes South,5,9,590,580
609034,Lake Hayes South,6+,0,,
609034,Lake Hayes South,Not Elsewhere Included,0,,
609034,Lake Hayes South,Total,108,490,460
609035,Jacks Point,1,6,,
609035,Jacks Point,2,0,,
609035,Jacks Point,3,9,600,580
609035,Jacks Point,4,6,630,630
609035,Jacks Point,5,0,,
609035,Jacks Point,6+,0,,
609035,Jacks Point,Not Elsewhere Included,0,,
609035,Jacks Point,Total,24,600,490
609200,Arrowtown,1,21,200,210
609200,Arrowtown,2,60,280,280
609200,Arrowtown,3,150,380,380
609200,Arrowtown,4,42,430,430
609200,Arrowtown,5,6,,
609200,Arrowtown,6+,3,,
609200,Arrowtown,Not Elsewhere Included,0,,
609200,Arrowtown,Total,282,350,350
609302,Queenstown Hill,1,102,250,250
609302,Queenstown Hill,2,246,350,350
609302,Queenstown Hill,3,306,420,430
609302,Queenstown Hill,4,84,490,470
609302,Queenstown Hill,5,18,600,1430
609302,Queenstown Hill,6+,9,500,1880
609302,Queenstown Hill,Not Elsewhere Included,3,,
609302,Queenstown Hill,Total,765,380,420
609303,Arthurs Point,1,18,250,240
609303,Arthurs Point,2,9,320,300
609303,Arthurs Point,3,30,410,400
609303,Arthurs Point,4,9,540,490
609303,Arthurs Point,5,3,,
609303,Arthurs Point,6+,0,,
609303,Arthurs Point,Not Elsewhere Included,0,,
609303,Arthurs Point,Total,72,350,340
609304,Queenstown Bay,1,84,200,220
609304,Queenstown Bay,2,165,300,300
609304,Queenstown Bay,3,144,420,410
609304,Queenstown Bay,4,42,510,520
609304,Queenstown Bay,5,9,660,660
609304,Queenstown Bay,6+,9,960,2130
609304,Queenstown Bay,Not Elsewhere Included,0,,
609304,Queenstown Bay,Total,453,340,410
609400,Balfouommunity,1,,,
609400,Balfouommunity,2,,,
609400,Balfouommunity,3,,,
609400,Balfouommunity,4,,,
609400,Balfouommunity,5,,,
609400,Balfouommunity,6+,,,
609400,Balfouommunity,Not Elsewhere Included,,,
609400,Balfouommunity,Total,9,330,330
609500,Riversdalommunity,1,0,,
609500,Riversdalommunity,2,9,120,120
609500,Riversdalommunity,3,18,150,170
609500,Riversdalommunity,4,3,,
609500,Riversdalommunity,5,0,,
609500,Riversdalommunity,6+,0,,
609500,Riversdalommunity,Not Elsewhere Included,0,,
609500,Riversdalommunity,Total,33,140,120
609600,Lumsdeommunity,1,9,100,100
609600,Lumsdeommunity,2,15,120,140
609600,Lumsdeommunity,3,30,150,140
609600,Lumsdeommunity,4,9,160,150
609600,Lumsdeommunity,5,0,,
609600,Lumsdeommunity,6+,0,,
609600,Lumsdeommunity,Not Elsewhere Included,0,,
609600,Lumsdeommunity,Total,66,150,150
609700,Edendalommunity,1,6,70,70
609700,Edendalommunity,2,9,170,170
609700,Edendalommunity,3,27,170,170
609700,Edendalommunity,4,6,,
609700,Edendalommunity,5,0,,
609700,Edendalommunity,6+,0,,
609700,Edendalommunity,Not Elsewhere Included,0,,
609700,Edendalommunity,Total,48,150,160
609800,Wyndham,1,9,70,70
609800,Wyndham,2,9,100,100
609800,Wyndham,3,30,150,150
609800,Wyndham,4,9,120,120
609800,Wyndham,5,0,,
609800,Wyndham,6+,0,,
609800,Wyndham,Not Elsewhere Included,0,,
609800,Wyndham,Total,57,130,130
609911,Makarewa North,1,,,
609911,Makarewa North,2,,,
609911,Makarewa North,3,6,360,300
609911,Makarewa North,4,,,
609911,Makarewa North,5,,,
609911,Makarewa North,6+,,,
609911,Makarewa North,Not Elsewhere Included,,,
609911,Makarewa North,Total,9,150,210
609912,Makarewa,1,3,,
609912,Makarewa,2,6,170,150
609912,Makarewa,3,18,240,220
609912,Makarewa,4,6,200,200
609912,Makarewa,5,3,,
609912,Makarewa,6+,3,,
609912,Makarewa,Not Elsewhere Included,0,,
609912,Makarewa,Total,36,230,210
609913,Bay Road West,1,,,
609913,Bay Road West,2,,,
609913,Bay Road West,3,,,
609913,Bay Road West,4,,,
609913,Bay Road West,5,,,
609913,Bay Road West,6+,,,
609913,Bay Road West,Not Elsewhere Included,,,
609913,Bay Road West,Total,6,,
609914,Mill Road-Woodend,1,3,,
609914,Mill Road-Woodend,2,3,,
609914,Mill Road-Woodend,3,12,230,210
609914,Mill Road-Woodend,4,12,180,180
609914,Mill Road-Woodend,5,3,,
609914,Mill Road-Woodend,6+,0,,
609914,Mill Road-Woodend,Not Elsewhere Included,0,,
609914,Mill Road-Woodend,Total,33,200,180
609921,Bushy Point,1,,,
609921,Bushy Point,2,,,
609921,Bushy Point,3,,,
609921,Bushy Point,4,,,
609921,Bushy Point,5,,,
609921,Bushy Point,6+,,,
609921,Bushy Point,Not Elsewhere Included,,,
609921,Bushy Point,Total,6,350,320
609922,Otatara,1,6,80,80
609922,Otatara,2,9,190,190
609922,Otatara,3,33,280,280
609922,Otatara,4,18,330,350
609922,Otatara,5,3,,
609922,Otatara,6+,3,,
609922,Otatara,Not Elsewhere Included,0,,
609922,Otatara,Total,69,280,270
61001harlton,1,0,,
61001harlton,2,0,,
61001harlton,3,15,180,180
61001harlton,4,0,,
61001harlton,5,3,,
61001harlton,6+,0,,
61001harlton,Not Elsewhere Included,0,,
61001harlton,Total,18,180,190
610020,Waikaia,1,6,80,70
610020,Waikaia,2,12,110,110
610020,Waikaia,3,66,120,140
610020,Waikaia,4,33,110,120
610020,Waikaia,5,6,150,340
610020,Waikaia,6+,3,,
610020,Waikaia,Not Elsewhere Included,0,,
610020,Waikaia,Total,129,100,110
610031,Kaweku,1,3,,
610031,Kaweku,2,0,,
610031,Kaweku,3,27,100,100
610031,Kaweku,4,12,110,110
610031,Kaweku,5,3,,
610031,Kaweku,6+,0,,
610031,Kaweku,Not Elsewhere Included,0,,
610031,Kaweku,Total,42,100,100
61003hatton,1,6,,
61003hatton,2,15,100,110
61003hatton,3,51,100,100
61003hatton,4,30,150,160
61003hatton,5,6,0,0
61003hatton,6+,0,,
61003hatton,Not Elsewhere Included,0,,
61003hatton,Total,105,100,120
610033,Kaiwera,1,3,,
610033,Kaiwera,2,3,,
610033,Kaiwera,3,18,40,60
610033,Kaiwera,4,12,130,140
610033,Kaiwera,5,0,,
610033,Kaiwera,6+,0,,
610033,Kaiwera,Not Elsewhere Included,0,,
610033,Kaiwera,Total,39,100,100
610040,Hokonui,1,9,70,70
610040,Hokonui,2,18,100,90
610040,Hokonui,3,114,100,140
610040,Hokonui,4,63,110,120
610040,Hokonui,5,6,210,220
610040,Hokonui,6+,3,,
610040,Hokonui,Not Elsewhere Included,0,,
610040,Hokonui,Total,207,100,130
610051,Waianiwa,1,3,,
610051,Waianiwa,2,12,80,80
610051,Waianiwa,3,60,130,170
610051,Waianiwa,4,33,150,570
610051,Waianiwa,5,3,,
610051,Waianiwa,6+,0,,
610051,Waianiwa,Not Elsewhere Included,0,,
610051,Waianiwa,Total,105,150,320
610052,Oreti Beach,1,9,100,100
610052,Oreti Beach,2,6,210,210
610052,Oreti Beach,3,6,440,440
610052,Oreti Beach,4,3,,
610052,Oreti Beach,5,0,,
610052,Oreti Beach,6+,0,,
610052,Oreti Beach,Not Elsewhere Included,0,,
610052,Oreti Beach,Total,27,150,220
610061,Dacre,1,0,,
610061,Dacre,2,9,100,90
610061,Dacre,3,60,130,180
610061,Dacre,4,27,130,150
610061,Dacre,5,3,,
610061,Dacre,6+,0,,
610061,Dacre,Not Elsewhere Included,0,,
610061,Dacre,Total,102,130,300
610062,Myross Bush,1,,,
610062,Myross Bush,2,,,
610062,Myross Bush,3,,,
610062,Myross Bush,4,,,
610062,Myross Bush,5,,,
610062,Myross Bush,6+,,,
610062,Myross Bush,Not Elsewhere Included,,,
610062,Myross Bush,Total,9,250,300
610072,Waituna,1,12,110,110
610072,Waituna,2,12,100,110
610072,Waituna,3,63,120,130
610072,Waituna,4,30,120,140
610072,Waituna,5,9,80,80
610072,Waituna,6+,3,,
610072,Waituna,Not Elsewhere Included,0,,
610072,Waituna,Total,129,100,120
610073,Woodlands,1,,,
610073,Woodlands,2,,,
610073,Woodlands,3,9,290,290
610073,Woodlands,4,,,
610073,Woodlands,5,,,
610073,Woodlands,6+,,,
610073,Woodlands,Not Elsewhere Included,,,
610073,Woodlands,Total,15,100,140
610074,Greenhills,1,0,,
610074,Greenhills,2,6,,
610074,Greenhills,3,21,150,600
610074,Greenhills,4,12,160,160
610074,Greenhills,5,3,,
610074,Greenhills,6+,0,,
610074,Greenhills,Not Elsewhere Included,0,,
610074,Greenhills,Total,39,170,180
610075,Tiwai Point,1,,,
610075,Tiwai Point,2,,,
610075,Tiwai Point,3,,,
610075,Tiwai Point,4,,,
610075,Tiwai Point,5,,,
610075,Tiwai Point,6+,,,
610075,Tiwai Point,Not Elsewhere Included,,,
610075,Tiwai Point,Total,,,
610080,Toetoes,1,0,,
610080,Toetoes,2,3,,
610080,Toetoes,3,51,100,100
610080,Toetoes,4,27,120,230
610080,Toetoes,5,6,,
610080,Toetoes,6+,0,,
610080,Toetoes,Not Elsewhere Included,0,,
610080,Toetoes,Total,84,100,100
610090,Wallacetown,1,0,,
610090,Wallacetown,2,3,,
610090,Wallacetown,3,15,190,190
610090,Wallacetown,4,3,,
610090,Wallacetown,5,0,,
610090,Wallacetown,6+,0,,
610090,Wallacetown,Not Elsewhere Included,0,,
610090,Wallacetown,Total,21,200,210
610210,North Gore,1,9,130,120
610210,North Gore,2,45,160,160
610210,North Gore,3,66,180,190
610210,North Gore,4,15,170,170
610210,North Gore,5,3,,
610210,North Gore,6+,3,,
610210,North Gore,Not Elsewhere Included,0,,
610210,North Gore,Total,135,180,180
610220,East Gore,1,9,110,110
610220,East Gore,2,27,150,140
610220,East Gore,3,96,180,180
610220,East Gore,4,9,270,260
610220,East Gore,5,0,,
610220,East Gore,6+,0,,
610220,East Gore,Not Elsewhere Included,0,,
610220,East Gore,Total,144,170,160
61023entral Gore,1,21,110,110
61023entral Gore,2,48,150,150
61023entral Gore,3,21,210,210
61023entral Gore,4,6,,
61023entral Gore,5,0,,
61023entral Gore,6+,0,,
61023entral Gore,Not Elsewhere Included,0,,
61023entral Gore,Total,93,170,170
610240,West Gore,1,6,,
610240,West Gore,2,57,150,160
610240,West Gore,3,138,200,190
610240,West Gore,4,27,200,180
610240,West Gore,5,3,,
610240,West Gore,6+,0,,
610240,West Gore,Not Elsewhere Included,3,,
610240,West Gore,Total,234,200,190
610250,South Gore,1,15,110,110
610250,South Gore,2,18,150,150
610250,South Gore,3,42,190,190
610250,South Gore,4,12,250,240
610250,South Gore,5,3,,
610250,South Gore,6+,0,,
610250,South Gore,Not Elsewhere Included,3,,
610250,South Gore,Total,90,170,180
610400,Mataura,1,12,120,120
610400,Mataura,2,30,120,130
610400,Mataura,3,96,160,160
610400,Mataura,4,24,160,150
610400,Mataura,5,0,,
610400,Mataura,6+,3,,
610400,Mataura,Not Elsewhere Included,0,,
610400,Mataura,Total,165,150,140
610500,Winton,1,6,50,50
610500,Winton,2,48,180,160
610500,Winton,3,81,220,200
610500,Winton,4,21,230,230
610500,Winton,5,0,,
610500,Winton,6+,0,,
610500,Winton,Not Elsewhere Included,3,,
610500,Winton,Total,165,190,190
610601,Grasmere,1,12,90,100
610601,Grasmere,2,51,170,170
610601,Grasmere,3,198,240,230
610601,Grasmere,4,30,290,290
610601,Grasmere,5,6,290,290
610601,Grasmere,6+,0,,
610601,Grasmere,Not Elsewhere Included,0,,
610601,Grasmere,Total,303,230,270
610602,Waikiwi,1,6,140,140
610602,Waikiwi,2,12,200,200
610602,Waikiwi,3,60,240,230
610602,Waikiwi,4,15,290,260
610602,Waikiwi,5,3,,
610602,Waikiwi,6+,0,,
610602,Waikiwi,Not Elsewhere Included,0,,
610602,Waikiwi,Total,96,250,220
610700,Rosedale,1,3,,
610700,Rosedale,2,36,200,200
610700,Rosedale,3,141,270,260
610700,Rosedale,4,30,280,280
610700,Rosedale,5,3,,
610700,Rosedale,6+,0,,
610700,Rosedale,Not Elsewhere Included,0,,
610700,Rosedale,Total,213,270,260
610800,Gladstone-Avenal,1,57,130,130
610800,Gladstone-Avenal,2,156,180,190
610800,Gladstone-Avenal,3,105,250,250
610800,Gladstone-Avenal,4,36,270,290
610800,Gladstone-Avenal,5,3,,
610800,Gladstone-Avenal,6+,0,,
610800,Gladstone-Avenal,Not Elsewhere Included,0,,
610800,Gladstone-Avenal,Total,363,200,210
610900,Windsor,1,21,160,160
610900,Windsor,2,156,200,190
610900,Windsor,3,129,260,250
610900,Windsor,4,18,280,270
610900,Windsor,5,3,,
610900,Windsor,6+,0,,
610900,Windsor,Not Elsewhere Included,3,,
610900,Windsor,Total,333,220,220
611001,Waverley-Glengarry,1,21,100,100
611001,Waverley-Glengarry,2,87,140,140
611001,Waverley-Glengarry,3,210,220,210
611001,Waverley-Glengarry,4,27,230,220
611001,Waverley-Glengarry,5,6,,
611001,Waverley-Glengarry,6+,0,,
611001,Waverley-Glengarry,Not Elsewhere Included,0,,
611001,Waverley-Glengarry,Total,348,190,190
611002,Hawthorndale,1,27,130,130
611002,Hawthorndale,2,42,170,160
611002,Hawthorndale,3,129,210,200
611002,Hawthorndale,4,21,210,200
611002,Hawthorndale,5,0,,
611002,Hawthorndale,6+,0,,
611002,Hawthorndale,Not Elsewhere Included,3,,
611002,Hawthorndale,Total,225,200,190
611100,Richmond,1,18,150,140
611100,Richmond,2,150,180,180
611100,Richmond,3,141,240,230
611100,Richmond,4,27,250,240
611100,Richmond,5,3,,
611100,Richmond,6+,3,,
611100,Richmond,Not Elsewhere Included,3,,
611100,Richmond,Total,348,210,240
611210,Otakaro Park,1,57,110,120
611210,Otakaro Park,2,72,170,190
611210,Otakaro Park,3,15,230,230
611210,Otakaro Park,4,9,240,240
611210,Otakaro Park,5,3,,
611210,Otakaro Park,6+,3,,
611210,Otakaro Park,Not Elsewhere Included,3,,
611210,Otakaro Park,Total,159,160,180
61122rinan,1,81,100,300
61122rinan,2,198,150,150
61122rinan,3,84,190,180
61122rinan,4,66,240,240
61122rinan,5,9,300,300
61122rinan,6+,9,350,270
61122rinan,Not Elsewhere Included,6,210,170
61122rinan,Total,456,160,210
611300,West Invercargill,1,3,,
611300,West Invercargill,2,18,170,170
611300,West Invercargill,3,6,230,230
611300,West Invercargill,4,3,,
611300,West Invercargill,5,0,,
611300,West Invercargill,6+,0,,
611300,West Invercargill,Not Elsewhere Included,0,,
611300,West Invercargill,Total,30,170,160
611400,Georgetown,1,42,120,130
611400,Georgetown,2,99,180,170
611400,Georgetown,3,138,220,210
611400,Georgetown,4,30,230,230
611400,Georgetown,5,6,,
611400,Georgetown,6+,0,,
611400,Georgetown,Not Elsewhere Included,3,,
611400,Georgetown,Total,309,190,190
611500,Newfield-Rockdale,1,45,170,170
611500,Newfield-Rockdale,2,39,160,150
611500,Newfield-Rockdale,3,177,220,200
611500,Newfield-Rockdale,4,21,250,250
611500,Newfield-Rockdale,5,3,,
611500,Newfield-Rockdale,6+,0,,
611500,Newfield-Rockdale,Not Elsewhere Included,3,,
611500,Newfield-Rockdale,Total,285,200,200
611601,Heidelberg,1,9,150,140
611601,Heidelberg,2,39,170,150
611601,Heidelberg,3,270,210,200
611601,Heidelberg,4,78,290,250
611601,Heidelberg,5,6,0,0
611601,Heidelberg,6+,3,,
611601,Heidelberg,Not Elsewhere Included,0,,
611601,Heidelberg,Total,402,210,200
611602,Strathern,1,60,90,100
611602,Strathern,2,72,180,180
611602,Strathern,3,132,210,210
611602,Strathern,4,42,260,240
611602,Strathern,5,6,,
611602,Strathern,6+,3,,
611602,Strathern,Not Elsewhere Included,6,,
611602,Strathern,Total,315,200,190
611700,Appleby-Kew,1,30,90,110
611700,Appleby-Kew,2,66,190,190
611700,Appleby-Kew,3,123,210,210
611700,Appleby-Kew,4,27,230,230
611700,Appleby-Kew,5,6,,
611700,Appleby-Kew,6+,0,,
611700,Appleby-Kew,Not Elsewhere Included,0,,
611700,Appleby-Kew,Total,249,200,190
611800,Kingswellifton,1,21,90,100
611800,Kingswellifton,2,27,160,160
611800,Kingswellifton,3,270,200,200
611800,Kingswellifton,4,51,270,260
611800,Kingswellifton,5,6,,
611800,Kingswellifton,6+,0,,
611800,Kingswellifton,Not Elsewhere Included,6,,
611800,Kingswellifton,Total,381,200,210
611900,Tisbury,1,,,
611900,Tisbury,2,,,
611900,Tisbury,3,,,
611900,Tisbury,4,,,
611900,Tisbury,5,,,
611900,Tisbury,6+,,,
611900,Tisbury,Not Elsewhere Included,,,
611900,Tisbury,Total,9,290,240
612100,Bluff,1,18,90,100
612100,Bluff,2,36,130,130
612100,Bluff,3,75,170,160
612100,Bluff,4,12,190,180
612100,Bluff,5,0,,
612100,Bluff,6+,3,,
612100,Bluff,Not Elsewhere Included,0,,
612100,Bluff,Total,147,150,150
612200,Nightcaps,1,9,70,70
612200,Nightcaps,2,3,,
612200,Nightcaps,3,15,120,110
612200,Nightcaps,4,3,,
612200,Nightcaps,5,0,,
612200,Nightcaps,6+,0,,
612200,Nightcaps,Not Elsewhere Included,0,,
612200,Nightcaps,Total,30,120,120
612300,Ohai,1,0,,
